Date,Last Price,Volume,SMAVG (15)
05/16/2019,228.33,7483273,11655883
05/17/2019,211.03,17786666,11350947
05/20/2019,205.36,20526196,11605061
05/21/2019,205.08,18003900,12174346
05/22/2019,192.73,18685188,12706402
05/23/2019,195.49,26547142,13265589
05/24/2019,190.63,14136572,12627575
05/28/2019,188.7,10312901,12592839
05/29/2019,189.86,11968638,12715321
05/30/2019,188.22,7926475,12831990
05/31/2019,185.16,10406732,13078347
06/3/2019,178.97,13064410,13482085
06/4/2019,193.6,13807522,13680267
06/5/2019,196.59,13510756,14097490
06/6/2019,205.95,20242152,14960568
06/7/2019,204.5,16003527,15528585
06/10/2019,212.88,10585039,15048477
06/11/2019,217.1,11653537,14456966
06/12/2019,209.26,15197544,14269876
06/13/2019,213.91,8168260,13568747
06/14/2019,214.92,7433402,12294498
06/17/2019,225.03,12316803,12173180
06/18/2019,224.74,12715788,12333372
06/19/2019,226.43,6575135,11973805
06/20/2019,219.62,11863462,12236271
06/21/2019,221.86,8202078,12089294
06/24/2019,223.64,5750771,11601718
06/25/2019,219.76,6182071,11093355
06/26/2019,219.27,8507208,10759785
06/27/2019,222.84,6339710,9832956
06/28/2019,223.46,6851384,9222813
07/1/2019,227.17,8237964,9066341
07/2/2019,224.55,9259027,8906707
07/3/2019,234.9,14201148,8840281
07/5/2019,233.1,7065738,8766779
07/8/2019,230.34,5880542,8663255
07/9/2019,230.06,6190835,8254858
07/10/2019,238.92,9145736,8016854
07/11/2019,238.6,7514430,8079474
07/12/2019,245.08,9200521,7901944
07/15/2019,253.5,11000092,8088479
07/16/2019,252.38,8148989,8248360
07/17/2019,254.86,9764727,8487203
07/18/2019,253.54,4764483,8237689
07/19/2019,258.18,7048410,8284935
07/22/2019,255.68,6846273,8284595
07/23/2019,260.17,5023121,8070272
07/24/2019,264.88,11072835,8191192
07/25/2019,228.82,22418252,8738999
07/26/2019,228.04,10027697,8936463
07/29/2019,235.77,9273331,9162649
07/30/2019,242.26,8109014,9290527
07/31/2019,241.61,9178208,9292692
08/1/2019,233.85,8259516,9342365
08/2/2019,234.34,6136481,9138095
08/5/2019,228.32,7028279,8873308
08/6/2019,230.75,5564200,8700988
08/7/2019,233.42,4776500,8368440
08/8/2019,238.3,5274349,8402431
08/9/2019,235.01,3898244,8192420
08/12/2019,229.01,4663937,8046931
08/13/2019,235,4868998,8036656
08/14/2019,219.62,9562591,7935973
08/15/2019,215.64,8231952,6990220
08/16/2019,219.94,5207376,6668865
08/19/2019,226.83,5311748,6404760
08/20/2019,225.86,4170527,6142194
08/21/2019,220.83,7799744,6050296
08/22/2019,222.15,6564964,5937326
08/23/2019,211.4,8559704,6098874
08/26/2019,215,5054414,5967283
08/27/2019,214.08,5420727,5957719
08/28/2019,215.59,3238625,5855194
08/29/2019,221.71,5183104,5849111
08/30/2019,225.61,9327775,6211079
09/3/2019,225.01,5360546,6257520
09/4/2019,220.68,5768696,6317500
09/5/2019,229.58,7403322,6173549
09/6/2019,227.45,4189372,5904043
09/9/2019,231.79,4802669,5877063
09/10/2019,235.54,4883714,5848527
09/11/2019,247.1,10042777,6240010
09/12/2019,245.87,8581210,6292108
09/13/2019,245.2,5313145,6208654
09/16/2019,242.81,4728096,5953213
09/17/2019,244.79,3946909,5879379
09/18/2019,243.49,4228103,5799871
09/19/2019,246.6,4883135,5909505
09/20/2019,240.62,6506264,5997716
09/23/2019,241.23,4391630,5668639
09/24/2019,223.21,12941112,6174011
09/25/2019,228.7,9444286,6419050
09/26/2019,242.56,12078785,6730747
09/27/2019,242.13,11123179,7193001
09/30/2019,240.87,5946161,7269234
10/1/2019,244.69,6196290,7356739
10/2/2019,243.13,6256548,7104324
10/3/2019,233.03,15137763,7541427
10/4/2019,231.43,8021180,7721963
10/7/2019,237.72,8086957,7945887
10/8/2019,240.05,8702338,8262916
10/9/2019,244.53,6935033,8443377
10/10/2019,244.74,6313417,8538730
10/11/2019,247.89,8488159,8670856
10/14/2019,256.96,10226863,9059871
10/15/2019,257.89,6479456,8629094
10/16/2019,259.75,6704303,8446429
10/17/2019,261.97,4779043,7959780
10/18/2019,256.95,5753666,7601812
10/21/2019,253.5,5108101,7545941
10/22/2019,255.58,4625095,7441195
10/23/2019,254.68,11216182,7771837
10/24/2019,299.68,29819232,8750602
10/25/2019,328.13,30006092,10216262
10/28/2019,327.71,18870286,10935151
10/29/2019,316.22,12684267,11200613
10/30/2019,315.01,9641810,11381065
10/31/2019,314.92,5066956,11297967
11/1/2019,313.31,6383929,11157685
11/4/2019,317.47,8787040,11061697
11/5/2019,317.22,6943417,11092628
11/6/2019,326.58,7940932,11175070
11/7/2019,335.54,14467348,11820957
11/8/2019,337.14,6074221,11842327
11/11/2019,345.09,9993689,12168033
11/12/2019,349.93,7359383,12350319
11/13/2019,346.11,8467863,12167098
11/14/2019,349.35,6471703,10610596
11/15/2019,352.17,4812563,8931027
11/18/2019,349.99,4408505,7966909
11/19/2019,359.52,7736078,7637029
11/20/2019,352.22,6733965,7443173
11/21/2019,354.83,6110013,7512710
11/22/2019,333.04,16870642,8211824
11/25/2019,336.34,12345765,8449072
11/26/2019,328.92,7956239,8516594
11/27/2019,331.29,5563459,8358096
11/29/2019,329.94,2465629,7557981
12/2/2019,334.87,6081986,7558499
12/3/2019,336.2,6613476,7333152
12/4/2019,333.03,5536255,7211610
12/5/2019,330.37,3736976,6896217
12/6/2019,335.89,7618937,6972699
12/9/2019,339.53,9040217,7254543
12/10/2019,348.84,8839951,7549973
12/11/2019,352.7,6919162,7495512
12/12/2019,359.68,7776211,7564995
12/13/2019,358.39,6574281,7595946
12/16/2019,381.5,18220940,7685966
12/17/2019,378.99,8503775,7429833
12/18/2019,393.15,14136392,7841843
12/19/2019,404.04,18120308,8678966
12/20/2019,405.59,14785206,9500272
12/23/2019,419.22,13332821,9983661
12/24/2019,425.25,8054720,10079743
12/26/2019,430.94,10648289,10420546
12/27/2019,430.38,9956827,10835202
12/30/2019,414.7,12601265,11167358
12/31/2019,418.33,10292456,11250840
01/2/2020,430.26,9558386,11298736
01/3/2020,443.01,17794696,12023772
01/6/2020,451.54,10157499,12182524
01/7/2020,469.06,18209138,12958181
01/8/2020,492.14,31199392,13823411
01/9/2020,481.34,28463186,15154039
01/10/2020,478.15,12976832,15076735
01/13/2020,524.86,26634548,15644351
01/14/2020,537.92,29061376,16596095
01/15/2020,518.5,17368832,16865162
01/16/2020,513.49,21736652,17777292
01/17/2020,510.5,13629073,17976010
01/21/2020,547.2,17803472,18499120
01/22/2020,569.56,31369028,19750304
01/23/2020,572.2,19651042,20374210
01/24/2020,564.82,14353600,20693892
01/27/2020,558.02,13608068,20414782
01/28/2020,566.9,11788493,20523516
01/29/2020,580.99,18216672,20524018
01/30/2020,640.81,29005676,20377770
01/31/2020,650.57,15719266,19528176
02/3/2020,780,47233496,21811952
02/4/2020,887.06,60938760,24098900
02/5/2020,734.7,48423836,25389732
02/6/2020,748.96,39880752,26890526
02/7/2020,748.07,17063520,26578984
02/10/2020,771.28,24689164,27316324
02/11/2020,774.38,11697473,26909256
02/12/2020,,7319,24818476
